# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon May 23 11:19:13 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_eqt,ttv_flag,st_teff,st_rad,st_mass,sy_dist
30715,MOA-2008-BLG-310L b,MOA-2008-BLG-310L,1,1,1,Microlensing,2009,,1.100000,,,23.40000,0.07360,Mass,,,0,,,0.21,7700.0000000
30718,MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1,1,1,Microlensing,2013,,2.700000,,,1300.00000,4.10000,Mass,,,0,,,0.56,3300.0000000
30721,MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,1,1,Microlensing,2011,2774.00000000,3.200000,,,10.40000,0.03270,Mass,,,0,,,0.56,3040.0000000
30723,MOA-2009-BLG-319L b,MOA-2009-BLG-319L,1,1,1,Microlensing,2010,,2.030000,,,67.30000,0.21200,Mass,,,0,,,0.52,7050.0000000
30724,MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,1,1,Microlensing,2010,1982.00000000,1.800000,,,830.00000,2.60000,Mass,,,0,,,0.19,5690.0000000
30726,MOA-2010-BLG-073L b,MOA-2010-BLG-073L,1,1,1,Microlensing,2012,,1.210000,,,3500.00000,11.00000,Mass,,,0,,,0.16,2800.0000000
30727,MOA-2010-BLG-117L b,MOA-2010-BLG-117L,1,1,1,Microlensing,2018,,2.420000,,,170.00000,0.54000,Mass,,,0,,,0.58,3500.0000000
30731,MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1,1,1,Microlensing,2013,,0.920000,,,9.20000,0.02900,Mass,,,0,,,0.11,810.0000000
30732,MOA-2010-BLG-353L b,MOA-2010-BLG-353L,1,1,1,Microlensing,2015,,1.720000,,,86.00000,0.27000,Mass,,,0,,,0.18,6430.0000000
30735,MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,1,1,Microlensing,2012,,2.000000,,,480.00000,1.50000,Mass,,,0,5950.00,,0.67,2300.0000000
30737,MOA-2011-BLG-028L b,MOA-2011-BLG-028L,1,1,1,Microlensing,2016,,4.140000,,,30.00000,0.09000,Mass,,,0,,,0.75,7380.0000000
30738,MOA-2011-BLG-262L b,MOA-2011-BLG-262L,1,1,1,Microlensing,2014,,0.950000,,,17.00000,0.05300,Mass,,,0,,,0.11,7200.0000000
30746,MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1,1,1,Microlensing,2018,,0.690000,,,18.00000,0.05700,Mass,,,0,,,0.15,4400.0000000
30751,MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1,1,1,Microlensing,2012,,1.100000,,,1500.00000,4.80000,Mass,,,0,,,0.86,7720.0000000
30752,MOA-2011-BLG-322L b,MOA-2011-BLG-322L,1,1,1,Microlensing,2013,,4.300000,,,3690.00000,11.60000,Mass,,,0,,,0.39,7560.0000000
30753,MOA-2012-BLG-006L b,MOA-2012-BLG-006L,1,1,1,Microlensing,2017,,10.200000,,,2700.00000,8.40000,Mass,,,0,,,0.49,5300.0000000
30754,MOA-2012-BLG-505L b,MOA-2012-BLG-505L,1,1,1,Microlensing,2017,,0.900000,,,6.70000,0.02110,Mass,,,0,,,0.10,7210.0000000
30757,MOA-2013-BLG-220L b,MOA-2013-BLG-220L,1,1,1,Microlensing,2014,,3.030000,,,871.00000,2.74000,Mass,,,0,,,0.88,6720.0000000
30759,MOA-2013-BLG-605L b,MOA-2013-BLG-605L,1,1,1,Microlensing,2016,,0.930000,,,3.24000,0.01020,Mass,,,0,,,0.02,850.0000000
30765,MOA-2015-BLG-337L b,MOA-2015-BLG-337L,1,1,1,Microlensing,2018,,0.240000,,,33.70000,0.10600,Mass,,,0,,,0.01,7100.0000000
30768,MOA-2016-BLG-227L b,MOA-2016-BLG-227L,1,1,1,Microlensing,2017,,1.390000,,,890.00000,2.80000,Mass,,,0,,,0.29,6500.0000000
30773,MOA-2016-BLG-319L b,MOA-2016-BLG-319L,1,1,1,Microlensing,2018,,0.950000,,,200.00000,0.62000,Mass,,,0,,,0.15,6800.0000000
30774,MOA-bin-1L b,MOA-bin-1L,1,1,1,Microlensing,2012,,8.300000,,,1200.00000,3.70000,Mass,,,0,,,0.75,5100.0000000
30776,MOA-bin-29 b,MOA-bin-29,1,1,1,Microlensing,2019,,0.480000,,,190.00000,0.60000,Mass,,,0,,,0.03,7120.0000000
30781,MXB 1658-298 b,MXB 1658-298,1,2,1,Eclipse Timing Variations,2017,760.00000000,1.613000,,,7532.57100,23.70000,Mass,,,0,,,,
30782,NGC 2682 Sand 364 b,NGC 2682 Sand 364,1,1,1,Radial Velocity,2014,121.71000000,0.530000,,,2126.28270,6.69000,Msini,0.350000,,0,4284.00,39.59,9.06,817.1920000
30785,NGC 2682 Sand 978 b,NGC 2682 Sand 978,1,1,1,Radial Velocity,2017,511.21000000,,,,692.86940,2.18000,Msini,0.160000,,0,4200.00,,1.37,821.9180000
30787,NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,1,1,1,Radial Velocity,2014,6.95900000,,,,101.70560,0.32000,Msini,0.300000,,0,5780.00,,1.01,872.9200000
30791,NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,1,1,1,Radial Velocity,2014,5.11800000,,,,127.13200,0.40000,Msini,0.280000,,0,5725.00,,0.96,914.2210000
30793,NGC 2682 YBP 401 b,NGC 2682 YBP 401,1,1,1,Radial Velocity,2016,4.08700000,,,,146.20180,0.46000,Msini,0.150000,,0,6165.00,,1.14,830.8220000
30795,NGTS-1 b,NGTS-1,1,1,1,Transit,2017,2.64729800,0.032600,14.908,1.330,258.07796,0.81200,Mass,0.016000,790,0,3916.00,0.57,0.62,218.1210000
30796,NGTS-10 b,NGTS-10,1,1,1,Transit,2020,0.76689440,0.014300,13.507,1.205,687.14846,2.16200,Mass,0.000000,1332,0,4600.00,0.70,0.70,
30798,NGTS-11 b,NGTS-11,1,1,1,Transit,2020,35.45533000,0.201000,9.158,0.817,109.33352,0.34400,Mass,0.130000,435,0,5050.00,0.83,0.86,190.4220000
30799,NGTS-12 b,NGTS-12,1,1,1,Transit,2020,7.53280600,0.075700,11.747,1.048,66.10864,0.20800,Mass,0.000000,1257,0,5690.00,1.59,1.02,446.4420000
30800,NGTS-13 b,NGTS-13,1,1,1,Transit,2021,4.11902700,0.054900,12.801,1.142,1538.29720,4.84000,Mass,0.086000,1605,0,5819.00,1.79,1.30,647.5950000
30801,NGTS-14 A b,NGTS-14 A,1,2,1,Transit,2021,3.53571730,0.040300,4.977,0.444,29.24036,0.09200,Mass,0.000000,1143,0,5187.00,0.84,0.90,322.1480000
30802,NGTS-15 b,NGTS-15,1,1,1,Transit,2021,3.27623000,0.044100,12.330,1.100,238.68913,0.75100,Mass,0.000000,1146,0,5600.00,0.95,0.99,786.4850000
30803,NGTS-16 b,NGTS-16,1,1,1,Transit,2021,4.84532000,0.052300,14.572,1.300,211.99155,0.66700,Mass,0.000000,1177,0,5550.00,1.21,1.00,898.1680000
30804,NGTS-17 b,NGTS-17,1,1,1,Transit,2021,3.24253000,0.039100,13.899,1.240,242.82090,0.76400,Mass,0.000000,1457,0,5650.00,1.34,1.02,1040.2800000
30805,NGTS-18 b,NGTS-18,1,1,1,Transit,2021,3.05125000,0.044800,13.563,1.210,129.99182,0.40900,Mass,0.000000,1381,0,5610.00,1.39,1.00,1096.1900000
30806,NGTS-2 b,NGTS-2,1,1,1,Transit,2018,4.51116400,0.063000,17.878,1.595,235.19420,0.74000,Mass,0.000000,1468,0,6478.00,1.70,1.64,356.3910000
30807,NGTS-3 A b,NGTS-3 A,1,2,1,Transit,2018,1.67537280,0.023000,16.589,1.480,756.43540,2.38000,Mass,,,0,5600.00,0.93,1.02,743.9720000
30808,NGTS-4 b,NGTS-4,1,1,1,Transit,2019,1.33735080,0.019000,3.180,0.284,20.60000,0.06481,Mass,0.000000,1650,0,5143.00,0.84,0.75,280.5550000
30810,NGTS-5 b,NGTS-5,1,1,1,Transit,2019,3.35698660,0.038200,12.733,1.136,72.78307,0.22900,Mass,0.000000,952,0,4987.00,0.74,0.66,306.7790000
30811,NGTS-6 b,NGTS-6,1,1,1,Transit,2019,0.88205900,0.016770,14.863,1.326,425.57437,1.33900,Mass,0.000000,1284,0,4730.00,0.75,0.77,308.2620000
30812,NGTS-8 b,NGTS-8,1,1,1,Transit,2019,2.49970000,0.035000,12.218,1.090,295.58190,0.93000,Mass,0.010000,1345,0,5241.00,0.98,0.89,428.9760000
30813,NGTS-9 b,NGTS-9,1,1,1,Transit,2019,4.43527000,0.058000,11.994,1.070,921.70700,2.90000,Mass,0.060000,1448,0,6330.00,1.38,1.34,609.1280000
30815,NN Ser c,NN Ser,1,2,2,Eclipse Timing Variations,2010,5573.55000000,5.350000,,,2329.60000,7.33000,Mass,0.080000,,0,,,,515.8180000
30817,NN Ser d,NN Ser,1,2,2,Eclipse Timing Variations,2010,2883.50000000,3.430000,,,731.00000,2.30000,Mass,0.190000,,0,,,,515.8180000
30818,NSVS 14256825 b,NSVS 14256825,1,2,1,Eclipse Timing Variations,2019,3225.00000000,3.120000,,,4497.29450,14.15000,Msini,0.120000,,0,40000.00,0.19,0.42,820.8770000
30820,NY Vir b,NY Vir,1,2,2,Eclipse Timing Variations,2011,3160.00000000,,,,845.42780,2.66000,Msini,0.150000,,0,32780.00,0.15,0.46,544.0240000
30822,NY Vir c,NY Vir,1,2,2,Eclipse Timing Variations,2019,8799.00000000,,,,1760.77820,5.54000,Msini,0.150000,,0,32780.00,0.15,0.46,544.0240000
30823,OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,1,1,Microlensing,2004,,4.300000,,,830.00000,2.60000,Mass,,,0,,,0.63,5800.0000000
30829,OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,1,1,Microlensing,2005,,3.600000,,,1200.00000,3.80000,Mass,,55,0,,,0.46,3200.0000000
30833,OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,1,1,Microlensing,2006,,3.500000,,,14.10000,0.04440,Mass,,,0,,,0.69,4100.0000000
30834,OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,1,1,Microlensing,2005,3285.00000000,2.600000,,,5.50000,0.01700,Mass,,50,0,,,0.22,6600.0000000
30836,OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,1,2,Microlensing,2008,1788.50000000,2.300000,,,231.00000,0.72700,Mass,,,0,,,0.51,1510.0000000
30837,OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,1,1,2,Microlensing,2008,4927.50000000,4.500000,,,86.00000,0.27000,Mass,0.150000,,0,,,0.51,1510.0000000
30839,OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,1,2,1,Microlensing,2016,2557.00000000,2.590000,,,80.00000,0.25171,Mass,,,0,,,0.41,2760.0000000
30840,OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,1,1,Microlensing,2009,,2.800000,,,20.00000,0.06000,Mass,,,0,,,0.64,5900.0000000
30841,OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,1,2,1,Microlensing,2014,,15.000000,,,57.00000,0.18000,Mass,,,0,,,0.71,8100.0000000
30842,OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,1,1,Microlensing,2014,,1.700000,,,1500.00000,4.60000,Mass,,,0,,,0.37,6800.0000000
30843,OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,1,1,Microlensing,2018,,8.000000,,,60.00000,0.19000,Mass,,,0,,,0.41,6100.0000000
30849,OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,1,1,Microlensing,2012,,2.720000,,,170.00000,0.53000,Mass,,,0,,,0.26,2570.0000000
30850,OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,1,1,Microlensing,2015,,1.890000,,,280.00000,0.88000,Mass,,,0,,,0.21,4380.0000000
30853,OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1,1,2,Microlensing,2012,,4.000000,,,46.10000,0.14500,Mass,,,0,,,1.06,4019.0000000
30854,OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,1,2,Microlensing,2012,,4.800000,,,270.00000,0.86000,Mass,,,0,,,1.06,4019.0000000
30858,OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,1,1,Microlensing,2013,,0.870000,,,588.00000,1.85000,Mass,,,0,,,0.02,1760.0000000
30862,OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,1,1,Microlensing,2013,,3.450000,,,868.00000,2.73000,Mass,,,0,,,0.44,4970.0000000
30863,OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,1,1,Microlensing,2015,,0.740000,,,120.00000,0.39000,Mass,,,0,,,0.34,1300.0000000
30866,OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,1,1,Microlensing,2016,,1.600000,,,150.00000,0.47000,Mass,,,0,,,0.29,6700.0000000
30867,OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,1,1,Microlensing,2020,,4.430000,,,53.10000,0.16700,Mass,,,0,,,0.40,6320.0000000
30870,OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,1,1,Microlensing,2016,,2.600000,,,35.00000,0.11000,Mass,,,0,,,0.57,2600.0000000
30880,OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,1,1,Microlensing,2014,,0.800000,,,4100.00000,13.00000,Mass,,,0,,,0.10,3040.0000000
30882,OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,1,1,Microlensing,2017,,3.600000,,,92.00000,0.29000,Mass,,,0,,,0.54,3900.0000000
30886,OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,1,2,1,Microlensing,2014,,0.702000,,,1.66000,0.00522,Mass,,,0,,,0.11,911.0000000
30890,OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,1,1,Microlensing,2019,,0.390000,,,3020.00000,9.51000,Mass,,,0,,,0.29,3220.0000000
30893,OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,1,1,Microlensing,2017,,2.600000,,,200.00000,0.64000,Mass,,,0,,,0.46,6300.0000000
30895,OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,1,1,Microlensing,2018,,1.800000,,,860.00000,2.70000,Mass,,,0,,,0.33,6900.0000000
30897,OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,1,1,Microlensing,2015,,3.110000,,,160.00000,0.51000,Mass,,,0,,,0.71,4100.0000000
30898,OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,1,1,1,Microlensing,2022,,3.490000,,,181.16219,0.57000,Mass,,,0,,,0.52,7730.0000000
30900,OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,1,1,Microlensing,2016,,4.400000,,,982.00000,3.09000,Mass,,,0,,,0.62,2220.0000000
30903,OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1,1,2,Microlensing,2018,,1.500000,,,55.30000,0.17400,Mass,,,0,,,0.40,6400.0000000
30904,OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,1,2,Microlensing,2018,,1.700000,,,83.70000,0.26300,Mass,,,0,,,0.40,6400.0000000
30906,OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,1,1,1,Microlensing,2016,,1.750000,,,180.00000,0.56000,Mass,,,0,,,0.51,6860.0000000
30907,OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,1,1,1,Microlensing,2016,,0.730000,,,230.00000,0.72000,Mass,,,0,,,0.10,8200.0000000
30908,OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,1,1,1,Microlensing,2016,,1.600000,,,1100.00000,3.40000,Mass,,,0,,,0.30,1200.0000000
30915,OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,1,1,Microlensing,2016,,2.700000,,,21.00000,0.06600,Mass,,,0,,,0.38,3300.0000000
30928,OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,1,1,Microlensing,2019,,2.070000,,,807.00000,2.54000,Mass,,,0,,,0.34,4230.0000000
30930,OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,1,1,Microlensing,2019,,2.620000,,,17.90000,0.05630,Mass,,,0,,,0.55,6700.0000000
30932,OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1,1,1,Microlensing,2020,,0.850000,,,138.00000,0.43300,Mass,,,0,,,0.08,7070.0000000
30939,OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,1,1,Microlensing,2017,,5.400000,,,1300.00000,4.10000,Mass,,,0,,,0.13,6500.0000000
30940,OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,1,2,1,Microlensing,2017,,6.400000,,,1330.00000,4.18000,Mass,,,0,,,0.72,3410.0000000
30946,OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,1,1,Microlensing,2019,,1.700000,,,140.00000,0.43000,Mass,,,0,,,0.30,3730.0000000
30950,OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,1,1,Microlensing,2017,1224.00000000,2.170000,,,4253.00000,13.38000,Mass,,,0,,,0.88,6770.0000000
30953,OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,1,1,Microlensing,2017,,1.160000,,,1.43000,0.00450,Mass,,,0,,,0.08,3910.0000000
30962,OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,1,1,1,Microlensing,2020,,3.400000,,,250.00000,0.79000,Mass,,,0,,,0.10,
30964,OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,1,1,Microlensing,2018,,3.913000,,,3.26900,0.01029,Mass,,,0,,,0.40,4705.0000000
30968,OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,1,1,Microlensing,2018,,2.424000,,,127.00000,0.40100,Mass,,,0,,,0.25,5915.0000000
30970,OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,1,1,Microlensing,2020,,3.500000,,,130.00000,0.41000,Mass,,,0,,,0.56,5200.0000000
30971,OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,1,1,Microlensing,2018,,1.800000,,,9.00000,0.02800,Mass,,,0,,,0.20,5800.0000000
30973,OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,1,1,Microlensing,2020,,4.060000,,,160.00000,0.51000,Mass,,,0,,,0.70,3950.0000000
30974,OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,1,1,Microlensing,2020,,3.920000,,,1760.00000,5.53000,Mass,,,0,,,0.55,5670.0000000
30975,OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,1,1,1,Microlensing,2021,,2.730000,,,959.84179,3.02000,Mass,,,0,,,0.45,7250.0000000
30976,OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,1,1,Microlensing,2018,,1.020000,,,505.00000,1.59000,Mass,,,0,,,0.21,
30980,OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,1,1,Microlensing,2020,,3.040000,,,3585.00000,11.28000,Mass,,,0,,,0.81,3930.0000000
30987,OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,1,1,Microlensing,2018,,1.180000,,,4.43000,0.01394,Mass,,,0,,,0.23,860.0000000
30989,OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1,1,1,Microlensing,2018,,0.590000,,,240.00000,0.75000,Mass,,,0,,,0.04,7490.0000000
30990,OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,1,1,1,Microlensing,2022,,1.800000,,,6.40000,0.02014,Mass,,,0,,,0.10,7700.0000000
30991,OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,1,1,1,Microlensing,2020,,1.064000,,,6.22800,0.01960,Mass,,,0,,,0.20,773.0000000
30993,OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,1,1,1,Microlensing,2021,,2.720000,,,101.70509,0.32000,Mass,,,0,,,0.25,7060.0000000
30995,OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,1,1,Microlensing,2019,,0.970000,,,13.93000,0.04383,Mass,,,0,,,0.23,5650.0000000
30998,OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1,1,1,Microlensing,2020,,0.630000,,,3.96000,0.01250,Mass,,,0,,,0.12,7580.0000000
31004,OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,1,1,Microlensing,2019,5480.00000000,5.000000,,,1500.00000,4.80000,Mass,0.000000,,0,5912.00,,1.00,3200.0000000
31006,OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,1,1,1,Microlensing,2021,,3.590000,,,425.89007,1.34000,Mass,,,0,,,0.54,6500.0000000
31008,OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1,1,2,Microlensing,2019,,1.800000,,,570.00000,1.80000,Mass,,,0,,,0.18,7100.0000000
31014,OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,1,1,2,Microlensing,2019,,0.800000,,,890.00000,2.80000,Mass,,,0,,,0.18,7100.0000000
31015,OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,1,1,1,Microlensing,2021,,1.540000,,,8.40000,0.02643,Mass,,,0,,,0.37,7400.0000000
31019,OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,1,1,Microlensing,2020,,4.510000,,,210.00000,0.67000,Mass,,,0,,,1.11,2510.0000000
31021,OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,1,1,Microlensing,2021,,3.300000,,,240.00000,0.77000,Mass,,,0,,,0.43,6220.0000000
31022,OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,1,2,1,Microlensing,2020,,2.800000,,,1400.00000,4.40000,Mass,,,0,,,0.42,7600.0000000
31024,OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,1,1,1,Microlensing,2021,,2.800000,,,1976.89269,6.22000,Mass,,,0,,,0.59,5830.0000000
31025,OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,1,2,1,Microlensing,2021,,1.230000,,,162.09249,0.51000,Mass,,,0,,,0.27,6980.0000000
31026,OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,1,1,1,Microlensing,2021,,2.650000,,,4513.16338,14.20000,Mass,,,0,,,0.80,3630.0000000
31028,OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,1,1,1,Microlensing,2021,,1.900000,,,2.50000,0.00787,Mass,,,0,,,0.50,980.0000000
31034,OGLE-TR-10 b,OGLE-TR-10,1,1,1,Transit,2004,3.10127800,0.043400,14.011,1.250,197.04600,0.62000,Mass,,,0,5950.00,1.17,1.14,1344.9700000
31048,OGLE-TR-111 b,OGLE-TR-111,1,1,1,Transit,2004,4.01444630,0.047300,11.422,1.019,,,,,,0,,0.83,,1068.3300000
31055,OGLE-TR-113 b,OGLE-TR-113,1,1,1,Transit,2004,1.43247520,0.022890,12.251,1.093,400.44900,1.26000,Mass,,,0,4790.00,0.77,0.78,566.4590000
31061,OGLE-TR-132 b,OGLE-TR-132,1,1,1,Transit,2004,1.68986800,0.030350,13.450,1.200,375.02000,1.18000,Mass,,2013,0,6210.00,1.32,1.30,2012.6200000
31069,OGLE-TR-182 b,OGLE-TR-182,1,1,1,Transit,2007,3.97910000,0.051000,12.666,1.130,320.99500,1.01000,Mass,0.000000,,0,5924.00,1.14,1.14,2501.7500000
31072,OGLE-TR-211 b,OGLE-TR-211,1,1,1,Transit,2007,3.67724000,0.051000,15.244,1.360,327.35100,1.03000,Mass,0.000000,,0,6325.00,1.64,1.33,1515.2600000
31079,OGLE-TR-56 b,OGLE-TR-56,1,1,1,Transit,2002,1.21191890,0.023830,15.278,1.363,441.77000,1.39000,Mass,,2212,0,6050.00,,,
31085,OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,1,Transit,2008,2.48553350,0.030800,18.046,1.610,1430.17500,4.50000,Mass,,,0,6933.00,1.53,1.52,1627.6300000
31086,Oph 11 b,Oph 11,1,1,1,Imaging,2006,7300000.00000000,243.000000,,,4449.62000,14.00000,Mass,,2175,0,2375.00,,0.02,
31091,PDS 70 b,PDS 70,1,1,2,Imaging,2018,,20.000000,30.488,2.720,953.49000,3.00000,Mass,0.190000,1204,0,3972.00,,,113.0640000
31093,PDS 70 c,PDS 70,1,1,2,Imaging,2019,,34.000000,22.866,2.040,635.66000,2.00000,Mass,0.110000,995,0,3972.00,,,113.0640000
31094,PH1 b,PH1,1,4,1,Transit,2012,138.31700000,0.652000,6.180,0.551,169.00000,0.53100,Mass,0.070200,481,0,6407.00,1.73,1.53,1033.1600000
31101,PH2 b,PH2,1,1,1,Transit,2013,282.52550000,0.828000,10.120,0.903,,,,0.410000,281,0,5629.00,1.00,0.94,343.8630000
31107,POTS-1 b,POTS-1,1,1,1,Transit,2013,3.16062960,0.037340,10.548,0.941,734.16000,2.31000,Mass,,,0,4400.00,0.59,0.69,747.9590000
31108,PSR B0329+54 b,PSR B0329+54,1,1,1,Pulsar Timing,2017,10140.00000000,10.260000,,,1.97000,0.00620,Msini,0.236000,,0,,,1.44,
31109,PSR B1257+12 b,PSR B1257+12,1,1,3,Pulsar Timing,1994,25.26200000,0.190000,,,0.02000,0.00006,Mass,0.000000,,0,,,1.40,600.0000000
31113,PSR B1257+12 c,PSR B1257+12,1,1,3,Pulsar Timing,1992,66.54190000,0.360000,,,4.30000,0.01353,Mass,0.018600,,0,,,1.40,600.0000000
31116,PSR B1257+12 d,PSR B1257+12,1,1,3,Pulsar Timing,1992,98.21140000,0.460000,,,3.90000,0.01227,Mass,,,0,,,1.40,600.0000000
31117,PSR B1620-26 b,PSR B1620-26,1,2,1,Pulsar Timing,2003,,23.000000,,,794.57500,2.50000,Mass,,,0,,,1.35,
31118,PSR J1719-1438 b,PSR J1719-1438,1,1,1,Pulsar Timing,2011,0.09070629,0.004400,,,382.80000,1.20000,Mass,0.060000,,0,4500.00,,1.40,1200.0000000
31119,PSR J2322-2650 b,PSR J2322-2650,1,1,1,Pulsar Timing,2017,0.32296400,0.010200,,,252.64307,0.79490,Msini,0.001700,,0,,,1.40,230.0000000
31120,Pr0201 b,Pr0201,1,1,1,Radial Velocity,2012,4.42640000,0.060000,,,171.62820,0.54000,Msini,0.000000,,0,6174.00,1.15,1.24,180.6400000
